MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Foundation,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,GarageType,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Condition1,SalePrice
FV,61.18727691227206,10710,StoneBr,2fmCon,SFoyer,3,3,1996,1996,CemntBd,PConc,1124.0,Ex,N,879,1450,1419,2,1,3,1,Gd,0,BuiltIn,1,184.0,221,4,21,700,2000,2,2006,WD,Normal,Norm,452959
RM,,7038,Edwards,1Fam,1.5Fin,8,1,1966,2010,Wd Sdng,Slab,672.0,Ex,Y,1310,750,1268,2,0,3,1,TA,2,Attchd,1,159.0,245,43,10,0,2000,1,2011,New,Abnorml,Norm,605806
RL,96.98636096901343,13366,Mitchel,1Fam,1.5Fin,6,8,2006,2006,Plywood,PConc,1189.0,Gd,Y,1953,950,1601,1,1,3,1,TA,0,Detchd,2,405.0,341,7,16,0,0,5,2015,WD,Normal,Norm,659833
RM,82.95721634973013,15966,MeadowV,1Fam,2Story,5,3,1970,1979,Wd Sdng,PConc,1272.0,Ex,Y,987,350,1298,2,1,4,1,Gd,1,Attchd,2,408.0,67,5,30,450,2000,3,2012,New,Normal,Norm,608130
RL,83.73733922669712,16997,NridgHt,1Fam,2Story,6,1,1940,1955,Plywood,CBlock,1038.0,TA,Y,1121,1750,1248,2,1,2,1,Gd,2,BuiltIn,2,447.0,49,66,27,0,0,7,2006,WD,Normal,Norm,579460
RL,82.12460411768691,11313,NWAmes,1Fam,2Story,6,8,1979,2013,BrkFace,Slab,80.0,Gd,Y,966,1150,1624,2,0,4,1,TA,2,Attchd,1,269.0,1,4,22,0,0,9,2023,WD,Normal,Artery,459499
RL,42.39514713377673,12797,NridgHt,1Fam,2Story,1,9,2016,2016,Plywood,PConc,616.0,Ex,Y,953,600,1339,3,0,3,1,Gd,0,Detchd,3,741.0,127,11,1,0,0,4,2011,WD,Normal,Artery,547970
FV,52.477623366017234,9885,CollgCr,1Fam,SLvl,2,8,2002,2009,Wd Sdng,CBlock,1565.0,Gd,Y,1563,1050,1597,2,1,4,1,Gd,0,Attchd,1,155.0,228,2,29,0,0,6,2017,WD,Normal,Norm,527005
RL,65.90025212801747,12612,Gilbert,1Fam,1Story,3,2,1961,2000,BrkFace,PConc,836.0,TA,Y,898,750,1609,1,0,3,1,Gd,1,Attchd,2,488.0,62,86,8,0,0,3,2023,WD,Normal,Norm,542792
RL,55.48271915013549,11755,Edwards,Twnhs,SFoyer,2,1,1974,1974,Plywood,CBlock,404.0,Gd,Y,957,300,1044,1,1,2,1,TA,0,BuiltIn,2,448.0,5,17,1,0,0,6,2015,WD,Abnorml,Artery,468764
RL,48.70925950488004,10733,NoRidge,Twnhs,SLvl,5,3,2021,2021,BrkFace,PConc,1370.0,Fa,N,623,1550,1307,3,1,5,2,TA,1,Attchd,2,432.0,16,102,2,0,0,5,2018,WD,Normal,PosA,511993
RL,,11051,Veenker,Duplex,2Story,7,2,1992,1992,Plywood,BrkTil,1004.0,TA,Y,872,1550,2075,2,1,4,1,TA,1,Attchd,2,438.0,6,36,5,0,0,1,2006,Con,Normal,Norm,625703
RL,43.06941573731718,12307,BrkSide,1Fam,SFoyer,7,7,1962,1967,Plywood,CBlock,1331.0,TA,Y,587,1500,1035,2,2,3,1,Ex,0,Detchd,2,456.0,52,37,6,0,0,8,2018,New,Abnorml,Norm,626123
RL,64.869488853148,9323,Sawyer,1Fam,SLvl,5,4,1934,1969,Wd Sdng,Slab,1083.0,TA,Y,1289,650,653,3,1,3,1,TA,0,Attchd,2,384.0,106,49,14,0,0,4,2021,COD,Normal,Norm,510521
FV,68.61147266362231,9530,Edwards,1Fam,1Story,9,5,2012,2012,CemntBd,CBlock,1137.0,TA,Y,1939,450,755,2,1,3,1,Ex,1,Attchd,1,212.0,149,17,77,700,0,9,2022,COD,Normal,Norm,554192
FV,54.13892447738849,17329,Timber,1Fam,1Story,6,6,2021,2021,MetalSd,BrkTil,1108.0,Gd,Y,989,0,1511,2,1,5,2,TA,1,Attchd,2,534.0,144,116,3,0,0,9,2007,WD,AdjLand,Feedr,446748
RL,71.57850425366452,21342,Veenker,1Fam,2Story,1,4,1908,1994,Wd Sdng,CBlock,1209.0,TA,N,599,1300,1512,2,0,3,1,TA,0,CarPort,1,191.0,4,32,19,0,0,3,2010,COD,Abnorml,Norm,462121
RL,,5682,Mitchel,Twnhs,1.5Fin,8,3,1903,2012,BrkFace,CBlock,1683.0,Ex,Y,1369,600,1452,1,1,5,1,Gd,0,Attchd,2,357.0,26,34,21,0,0,11,2006,WD,Normal,Norm,710289
RL,91.81147174747696,5462,NAmes,Duplex,1Story,6,2,1914,1956,HdBoard,PConc,1291.0,Ex,Y,881,1600,1985,2,1,3,1,Gd,0,Attchd,2,435.0,11,4,34,0,0,1,2022,WD,Normal,Norm,603877
RH,,6671,OldTown,1Fam,2Story,7,2,1947,1950,Wd Sdng,BrkTil,525.0,Fa,Y,1489,1550,430,3,2,4,1,TA,1,None,2,349.0,48,165,7,0,0,7,2010,WD,Normal,Norm,625013
RL,83.92661762803431,10086,ClearCr,1Fam,2Story,6,2,1919,1954,VinylSd,PConc,1133.0,Gd,Y,1015,0,1658,1,0,3,1,TA,1,BuiltIn,2,302.0,162,16,15,0,1000,10,2015,WD,Normal,Norm,678232
FV,74.06427524589385,14083,IDOTRR,Duplex,2Story,6,6,2009,2009,Wd Sdng,CBlock,1342.0,Ex,Y,910,1650,2124,1,0,2,1,Gd,2,Detchd,1,206.0,9,7,3,0,0,7,2014,WD,Normal,Norm,756413
RL,,12865,NWAmes,TwnhsE,1Story,1,3,2013,2013,MetalSd,CBlock,1360.0,Ex,Y,1046,0,1048,2,1,5,1,TA,2,Attchd,2,555.0,223,29,5,300,500,7,2018,WD,Normal,Norm,376632
RL,68.18683648525649,11188,IDOTRR,1Fam,1Story,6,7,1922,2023,Wd Sdng,CBlock,872.0,Gd,Y,1327,900,1348,2,0,2,1,Gd,1,BuiltIn,1,218.0,81,52,4,750,0,6,2022,Oth,Family,Norm,689801
RL,45.28751801342633,12615,BrkSide,1Fam,1.5Fin,8,4,2002,2002,HdBoard,CBlock,1349.0,TA,Y,1031,850,1198,1,1,5,1,Gd,2,None,2,454.0,10,7,20,0,0,1,2011,WD,Partial,Norm,686288
RM,67.83758323566157,7731,Sawyer,1Fam,1Story,4,5,1917,1985,CemntBd,CBlock,1278.0,TA,Y,950,1700,1142,1,0,2,1,TA,0,CarPort,2,269.0,9,79,35,0,0,9,2020,COD,Normal,PosN,621029
RL,55.09738365538622,9523,MeadowV,1Fam,2Story,7,8,1997,1997,BrkFace,CBlock,1771.0,Ex,N,1040,1200,1369,1,0,3,1,Gd,1,Detchd,2,475.0,5,33,12,0,0,12,2011,New,Abnorml,Artery,603221
RL,,10419,BrkSide,1Fam,2Story,1,7,1945,1977,Wd Sdng,CBlock,774.0,Ex,Y,718,1550,2070,1,0,4,1,Fa,1,Detchd,1,223.0,1,104,2,450,0,10,2009,COD,Abnorml,Norm,587131
RL,43.15291325067598,4163,IDOTRR,1Fam,SFoyer,4,3,1904,1972,Plywood,PConc,847.0,Ex,Y,1219,1050,2234,2,1,4,1,Ex,1,Detchd,1,193.0,276,3,23,400,4000,1,2007,New,Normal,PosN,640986
C (all),70.29403650558875,5854,BrkSide,1Fam,SFoyer,5,1,1953,1994,Wd Sdng,CBlock,908.0,TA,Y,563,1450,1365,2,0,3,1,Ex,1,BuiltIn,2,454.0,90,53,22,0,0,3,2012,Oth,Partial,Norm,587670
RL,,6013,NAmes,1Fam,SLvl,10,7,2002,2017,MetalSd,BrkTil,852.0,Gd,Y,966,1500,2262,2,1,3,1,Gd,0,Detchd,1,226.0,108,16,1,400,0,10,2016,WD,Normal,Norm,599096
RM,88.1519113861799,13556,Sawyer,Duplex,2Story,3,3,2015,2015,Wd Sdng,CBlock,732.0,TA,Y,1327,1550,1514,1,1,3,1,Ex,2,Attchd,1,177.0,94,112,41,0,0,9,2020,WD,Abnorml,Norm,465906
RH,54.716644842315546,11481,NAmes,1Fam,1Story,3,1,1915,1954,Wd Sdng,PConc,171.0,Gd,Y,1190,750,2201,2,1,4,2,Gd,2,Detchd,2,466.0,221,28,8,0,4000,5,2021,WD,Normal,Artery,720055
RL,,12944,NWAmes,1Fam,1Story,5,6,2003,2003,CemntBd,PConc,869.0,Ex,Y,1277,700,1462,1,0,2,1,Fa,2,Attchd,2,535.0,620,30,0,0,0,3,2015,WD,Normal,Norm,421925
RL,73.68293945823147,3141,Crawfor,1Fam,2Story,10,8,1936,1970,Plywood,BrkTil,1110.0,Gd,Y,1080,1750,1552,2,0,3,1,Fa,1,Attchd,1,210.0,5,33,22,0,0,6,2013,WD,Normal,PosN,463081
RL,100.94252559085535,4565,Somerst,Duplex,1Story,9,6,1957,1968,MetalSd,BrkTil,852.0,Gd,Y,1450,1350,1646,3,1,2,1,Fa,3,Attchd,2,370.0,75,50,3,0,500,1,2009,WD,Normal,Norm,680867
FV,40.37339878499726,13152,OldTown,1Fam,1Story,1,8,1913,1976,Plywood,PConc,1580.0,TA,Y,1377,1650,2771,2,0,4,1,Gd,1,Attchd,3,638.0,145,47,42,650,0,2,2022,Oth,Normal,Artery,604238
RH,51.77794909857902,1300,NWAmes,1Fam,1Story,3,2,2020,2020,BrkFace,Slab,1004.0,Gd,Y,1233,1050,1840,3,0,5,1,Gd,1,Attchd,2,508.0,92,35,2,0,0,1,2013,WD,AdjLand,Feedr,424969
C (all),126.0892498547216,15398,BrkSide,1Fam,1Story,9,8,1997,2004,MetalSd,PConc,1387.0,Fa,Y,1378,1650,1217,1,1,4,1,Gd,0,Attchd,1,170.0,64,12,13,0,0,10,2019,COD,Abnorml,Feedr,538329
RL,64.5380543208805,3206,Sawyer,1Fam,2Story,1,3,1979,2019,CemntBd,BrkTil,1078.0,Ex,Y,1325,1300,1887,1,0,3,1,Gd,1,Detchd,1,243.0,162,54,23,0,0,1,2017,WD,Normal,PosA,563224
RH,32.180123801934506,13873,Somerst,TwnhsE,SLvl,9,5,1990,2002,Wd Sdng,Slab,1247.0,Fa,Y,968,1300,1355,2,0,3,2,Gd,1,None,1,192.0,3,11,1,0,4000,7,2022,WD,Normal,Norm,594067
RL,58.348997133036676,6945,OldTown,1Fam,1Story,3,3,2008,2008,VinylSd,CBlock,1083.0,Ex,N,696,350,1304,2,2,2,2,Fa,1,Attchd,2,459.0,228,82,41,0,0,4,2023,WD,Normal,Norm,614029
RM,20.0,14695,Somerst,1Fam,1Story,10,6,1917,1963,HdBoard,Slab,1410.0,Gd,N,1226,1000,1863,3,0,4,1,TA,3,Attchd,2,394.0,134,35,26,0,0,10,2018,Con,Normal,Norm,707077
RL,74.81841424912307,23332,NAmes,1Fam,2Story,3,9,1930,1977,MetalSd,CBlock,1016.0,Ex,Y,1263,1300,1512,1,0,2,1,Ex,0,Attchd,0,0.0,0,5,0,0,4000,2,2017,WD,Normal,Artery,563336
RL,86.19569520556438,1407,Sawyer,1Fam,1Story,5,9,1904,2009,Plywood,PConc,1148.0,Gd,Y,1427,1350,1611,2,0,3,1,TA,1,BuiltIn,1,280.0,210,77,43,0,0,11,2008,WD,Normal,Norm,555506
RM,51.76675247662494,13281,SawyerW,2fmCon,SLvl,7,3,1960,2023,BrkFace,BrkTil,1109.0,Ex,Y,819,1700,1505,1,1,3,1,TA,0,Attchd,2,327.0,57,70,4,0,0,2,2006,COD,Normal,Norm,613252
RL,60.585521554969866,3267,BrkSide,1Fam,2Story,2,4,1961,1979,MetalSd,PConc,913.0,Ex,Y,828,600,1634,1,1,5,1,TA,1,Attchd,2,478.0,119,9,27,0,0,11,2015,WD,Normal,Norm,546548
C (all),88.47308310737824,12207,ClearCr,TwnhsE,1Story,6,8,1903,1963,HdBoard,PConc,1121.0,Gd,Y,1237,550,1669,2,1,3,1,Ex,0,Attchd,3,867.0,283,22,40,400,0,2,2018,COD,Normal,Norm,595271
RL,34.995690703078594,9672,Sawyer,1Fam,2Story,6,3,1982,1982,Plywood,PConc,1670.0,TA,Y,1078,1700,725,3,2,3,1,TA,0,Attchd,1,247.0,3,43,13,0,0,1,2019,WD,Partial,Norm,530092
RH,43.56857575600909,11019,SawyerW,1Fam,2Story,8,8,1901,1955,MetalSd,CBlock,918.0,TA,Y,534,1750,1766,2,0,4,1,Gd,0,Detchd,1,166.0,6,94,0,0,0,1,2010,WD,Family,Norm,716359
RL,65.4376963656872,6853,BrkSide,Twnhs,2Story,10,5,1998,1998,Wd Sdng,CBlock,1125.0,TA,Y,1212,350,1107,2,1,5,1,Fa,0,Detchd,2,337.0,14,65,33,0,0,10,2015,WD,Partial,PosN,666727
RL,54.95330325066363,13622,MeadowV,1Fam,1Story,7,5,1987,1993,HdBoard,BrkTil,1377.0,TA,N,544,700,923,1,0,3,1,TA,0,Attchd,1,189.0,5,272,61,300,0,5,2021,WD,Normal,Norm,474605
RL,64.12266205052825,4706,NAmes,TwnhsE,1Story,5,9,2001,2001,MetalSd,BrkTil,1342.0,Fa,Y,816,1700,1476,1,1,4,1,Gd,1,Attchd,1,,102,18,8,0,0,6,2007,New,Normal,PosA,597937
FV,44.724993611869564,15466,Veenker,1Fam,1Story,5,8,1914,1951,VinylSd,BrkTil,1003.0,Ex,Y,1505,350,1533,1,1,4,1,Gd,0,Detchd,2,458.0,33,95,7,0,0,10,2012,WD,Normal,Norm,477586
FV,74.28626971843015,8862,MeadowV,1Fam,1.5Fin,5,9,2007,2007,Wd Sdng,CBlock,284.0,Po,Y,1647,1400,1222,2,0,3,1,Gd,0,None,2,338.0,68,9,2,0,0,4,2023,WD,Partial,Norm,548176
RL,67.01533829640023,4889,Edwards,Twnhs,1Story,9,1,1967,1967,Wd Sdng,BrkTil,1155.0,Gd,Y,735,0,1832,1,1,2,1,TA,0,Detchd,1,185.0,133,19,23,0,0,7,2009,WD,Normal,PosN,594480
RL,80.98380988466066,16879,BrkSide,1Fam,1Story,4,2,2007,2007,HdBoard,PConc,334.0,Gd,Y,1001,350,963,1,1,4,1,Ex,0,BuiltIn,2,375.0,635,16,14,0,0,4,2011,WD,Partial,Norm,658929
RL,,10230,NridgHt,1Fam,2Story,2,2,1986,1996,CemntBd,CBlock,1440.0,Gd,Y,1112,1400,1337,2,0,4,1,Gd,0,None,2,425.0,9,3,2,0,0,1,2014,WD,Normal,Norm,524908
RM,74.13380144992047,18130,CollgCr,1Fam,2Story,4,5,1981,1981,HdBoard,PConc,1050.0,Ex,Y,1634,1100,1266,2,1,2,1,Ex,2,Attchd,1,299.0,52,23,4,0,500,12,2018,WD,Family,Artery,553643
RM,41.07385290939773,15385,Gilbert,1Fam,1Story,1,4,1903,1998,Plywood,PConc,1299.0,Ex,Y,952,1000,1481,2,2,3,1,TA,1,Attchd,3,548.0,49,61,5,0,0,5,2010,WD,Partial,Norm,521867
FV,79.85183103289745,7307,Edwards,1Fam,SFoyer,2,2,1985,1985,VinylSd,PConc,729.0,Gd,Y,956,1500,1611,1,0,4,1,Gd,0,Detchd,1,180.0,41,36,0,0,0,11,2020,WD,Normal,Norm,447833
RL,63.38267196391116,10160,ClearCr,1Fam,2Story,1,7,1955,1987,VinylSd,PConc,534.0,TA,Y,1564,550,1096,2,0,2,1,TA,1,Attchd,3,524.0,73,49,11,0,0,6,2010,WD,Normal,Norm,521106
RL,66.66803384700765,10984,NAmes,Twnhs,SLvl,8,3,2005,2005,VinylSd,Slab,1078.0,TA,Y,987,900,1789,2,2,4,1,Gd,0,Attchd,3,736.0,52,66,1,0,2000,11,2012,WD,Normal,Norm,626260
RL,90.9652875278162,16605,Mitchel,1Fam,1Story,8,9,1984,1984,Wd Sdng,CBlock,989.0,Ex,Y,1316,1100,1525,1,0,4,1,Gd,1,Detchd,2,436.0,35,14,15,0,0,3,2016,COD,Normal,Norm,629638
RH,55.6112888696621,12250,Somerst,1Fam,2Story,7,4,1909,1959,HdBoard,BrkTil,852.0,Gd,N,656,1300,743,2,0,3,1,Gd,2,Detchd,1,184.0,83,59,6,0,0,7,2006,New,Normal,Norm,507043
RL,,11205,StoneBr,1Fam,2Story,5,5,2010,2010,MetalSd,CBlock,1025.0,TA,Y,1048,600,716,1,1,3,1,Fa,0,Attchd,2,410.0,26,80,3,700,1000,5,2019,New,Normal,Norm,450645
RL,98.88950598746186,9700,CollgCr,1Fam,2Story,8,1,1907,2023,Wd Sdng,CBlock,1830.0,Gd,Y,602,1150,1495,3,1,3,1,TA,0,Attchd,2,376.0,40,113,9,0,0,12,2018,New,Normal,Norm,697256
FV,85.05568874728743,10297,IDOTRR,1Fam,1Story,2,1,1937,1997,Plywood,PConc,1250.0,Gd,Y,783,800,1411,3,0,3,1,TA,1,Attchd,1,231.0,16,10,0,0,0,5,2021,WD,Partial,Norm,545136
RL,50.38758378465156,15718,Veenker,1Fam,1Story,10,2,1926,2005,CemntBd,Slab,1314.0,Gd,Y,1351,950,1458,1,0,3,1,Gd,0,Attchd,2,654.0,19,81,3,0,0,10,2010,Con,Normal,Norm,586146
RL,26.274135087461367,10514,MeadowV,1Fam,SLvl,6,2,2020,2020,MetalSd,PConc,1253.0,TA,Y,1085,1550,1488,2,1,4,1,TA,0,Attchd,2,484.0,19,109,2,0,0,6,2013,WD,AdjLand,Norm,627845
RL,91.57669828519882,8920,NAmes,Duplex,1.5Fin,10,1,1918,1952,VinylSd,CBlock,1443.0,Ex,Y,1004,700,1590,2,0,4,1,TA,1,Attchd,3,648.0,59,38,31,0,0,5,2022,WD,Normal,Artery,647929
FV,72.22770122662159,8241,Sawyer,Twnhs,1Story,2,4,2004,2008,BrkFace,Slab,942.0,Ex,Y,875,1200,1879,2,1,1,2,TA,1,None,2,,20,34,28,0,4000,9,2007,New,AdjLand,PosA,648663
RM,55.09605058357075,8284,MeadowV,TwnhsE,1Story,5,7,1927,1967,CemntBd,CBlock,383.0,Ex,N,1033,1650,1055,2,1,4,1,TA,0,Attchd,3,498.0,21,9,6,0,500,8,2014,COD,Normal,Feedr,627079
RL,93.47124687511206,4891,OldTown,1Fam,1Story,7,7,1980,1999,CemntBd,BrkTil,943.0,Gd,N,1190,1350,1031,2,0,3,1,Ex,1,BuiltIn,2,498.0,128,50,1,0,4000,6,2014,WD,Normal,Norm,593850
RL,52.768822382443815,7498,NAmes,2fmCon,2Story,5,8,1911,2022,BrkFace,PConc,1243.0,Gd,Y,1394,1750,1062,1,1,4,1,TA,0,None,2,494.0,153,54,19,350,0,1,2014,New,AdjLand,Norm,621164
RL,61.516894835381144,16493,Timber,1Fam,1Story,5,6,1948,2016,Plywood,CBlock,709.0,Gd,Y,400,1050,1615,1,1,2,1,Ex,0,Attchd,2,402.0,22,19,9,0,0,1,2013,WD,Normal,Artery,466931
RM,80.49780728633988,9673,Sawyer,1Fam,1.5Fin,2,2,1977,1980,BrkFace,PConc,947.0,TA,Y,850,500,1997,2,1,3,1,Gd,1,Attchd,3,805.0,68,62,5,0,0,8,2019,WD,Partial,Norm,555284
RL,47.72794336770245,13317,CollgCr,1Fam,1Story,4,8,1988,2012,Wd Sdng,PConc,792.0,Gd,Y,1147,1750,1327,2,0,3,1,Gd,1,BuiltIn,3,662.0,74,27,3,0,0,1,2009,COD,Normal,Norm,510430
RL,67.81038180785865,1300,ClearCr,1Fam,2Story,3,8,2008,2008,Wd Sdng,PConc,1450.0,Ex,Y,1070,1150,499,2,0,3,1,Gd,1,Attchd,2,501.0,2,29,4,0,0,8,2022,WD,Normal,Norm,560446
RL,91.78274367826722,12773,NridgHt,1Fam,SLvl,4,3,2001,2001,Plywood,CBlock,1224.0,Ex,Y,1221,450,818,2,1,5,1,Gd,1,Attchd,2,463.0,3,35,41,0,0,11,2022,New,Normal,Norm,537055
C (all),74.2222148724226,9854,BrkSide,1Fam,1Story,7,8,1964,1967,Wd Sdng,Slab,1195.0,Po,Y,1180,600,1166,2,1,2,1,Gd,1,Attchd,2,425.0,87,16,14,0,0,10,2009,New,Normal,PosN,705446
RL,94.94852673647361,8574,Veenker,1Fam,SLvl,7,5,1937,2020,Wd Sdng,CBlock,1186.0,Gd,Y,1008,500,1276,2,2,2,1,Fa,2,Detchd,1,181.0,11,75,10,0,0,9,2023,WD,Normal,Norm,528073
RL,92.67204716011996,11223,Veenker,Twnhs,SLvl,7,4,1932,2017,MetalSd,BrkTil,988.0,TA,Y,941,1500,1336,3,0,4,1,Ex,1,BuiltIn,3,,89,5,12,0,0,4,2010,COD,Normal,Norm,606820
RL,70.15476668843239,8516,Somerst,1Fam,2Story,4,2,2023,2023,CemntBd,CBlock,,TA,Y,1026,0,1515,2,0,3,1,TA,0,Detchd,0,0.0,37,24,1,0,0,8,2006,WD,Abnorml,Norm,587475
RM,,2004,StoneBr,1Fam,1Story,10,9,1975,1978,MetalSd,PConc,644.0,Po,N,1444,1300,1375,2,0,3,1,TA,1,Attchd,1,199.0,11,20,29,0,0,3,2013,New,Normal,Artery,546823
RH,47.88455409569387,14188,MeadowV,1Fam,2Story,1,6,2012,2012,BrkFace,CBlock,344.0,TA,Y,880,1000,1919,3,1,3,1,Gd,0,Detchd,2,475.0,161,97,8,0,0,11,2020,New,Normal,Norm,519520
C (all),85.26668224768979,11472,BrkSide,1Fam,1Story,4,4,1953,2009,CemntBd,PConc,1045.0,Gd,Y,1081,0,1229,2,1,2,1,Gd,1,Detchd,2,353.0,34,85,24,0,500,2,2021,WD,Normal,Norm,611479
RL,38.994971594294256,9244,Edwards,Twnhs,SLvl,2,7,1960,1960,BrkFace,CBlock,1097.0,Gd,Y,1155,1100,1155,2,1,4,1,TA,0,Detchd,2,502.0,26,1,7,0,0,7,2017,COD,Normal,PosN,497550
RL,63.466148228261,6635,OldTown,1Fam,2Story,4,7,2002,2016,Plywood,BrkTil,1362.0,Fa,N,1568,1350,1691,2,0,3,1,TA,1,CarPort,1,232.0,69,8,9,0,4000,6,2020,WD,Normal,PosN,584144
RL,76.76961227378065,4620,Gilbert,1Fam,1.5Fin,10,5,1989,1994,Plywood,PConc,1471.0,TA,Y,1009,1300,885,1,2,3,1,TA,1,Attchd,1,171.0,96,93,9,0,1000,1,2010,WD,Normal,Norm,504689
FV,99.3914139152302,11395,NWAmes,1Fam,2Story,4,2,1924,1996,MetalSd,PConc,1470.0,TA,Y,1387,950,1655,2,0,3,1,Gd,1,Attchd,1,211.0,19,11,0,0,500,3,2021,WD,Family,Norm,505119
RM,,16953,MeadowV,1Fam,1Story,10,5,1964,1982,Plywood,PConc,700.0,Fa,Y,1469,600,1541,2,0,4,1,TA,0,Attchd,2,514.0,105,4,6,0,4000,9,2017,WD,Normal,PosN,686965
RL,57.130245818337414,11312,BrkSide,1Fam,2Story,5,6,1926,2022,Plywood,CBlock,894.0,TA,Y,1080,300,1441,2,1,4,1,Ex,0,Detchd,0,0.0,4,8,1,0,0,8,2008,WD,Normal,PosN,624520
RL,68.95108467008998,4968,IDOTRR,Twnhs,SLvl,7,2,1994,2005,MetalSd,PConc,1144.0,TA,Y,1036,0,2135,1,0,2,1,TA,1,CarPort,2,354.0,65,86,53,0,4000,2,2008,WD,AdjLand,Norm,752720
RL,77.01825939620204,11400,NoRidge,2fmCon,1Story,5,2,1903,1953,VinylSd,CBlock,1759.0,Gd,Y,1001,650,1251,2,1,4,1,Ex,3,Attchd,1,217.0,58,7,8,650,2000,2,2010,WD,AdjLand,Norm,512459
RM,,10286,StoneBr,1Fam,1Story,3,9,2002,2002,VinylSd,PConc,1444.0,Gd,Y,1023,1150,2324,2,1,2,1,Gd,1,Attchd,2,610.0,79,30,21,0,0,8,2007,COD,Normal,Norm,489626
RL,90.98536697771621,13956,Somerst,1Fam,SFoyer,8,6,2015,2015,HdBoard,CBlock,1335.0,Ex,Y,1356,0,1409,2,0,3,1,Gd,0,None,2,386.0,143,6,18,0,0,8,2011,WD,Partial,Norm,588851
RL,,12926,NridgHt,TwnhsE,1Story,10,6,1902,1955,Plywood,BrkTil,883.0,TA,Y,1169,1750,989,1,0,4,1,Ex,0,Attchd,2,479.0,164,20,10,500,0,5,2023,COD,Normal,Norm,602098
RL,72.40321866758087,1300,IDOTRR,1Fam,SLvl,3,4,1978,2004,BrkFace,PConc,735.0,Po,Y,1170,1050,1527,2,0,4,1,TA,1,BuiltIn,3,691.0,536,88,23,0,0,1,2010,WD,Abnorml,Norm,612343
RL,78.90425420494039,12680,IDOTRR,2fmCon,1Story,8,8,1909,1968,BrkFace,CBlock,1236.0,Fa,Y,762,550,1069,1,1,2,1,Gd,0,None,1,196.0,114,92,25,0,0,1,2017,Con,Normal,Feedr,696969
RL,61.99534380188287,6486,NAmes,1Fam,1.5Fin,3,4,1944,1987,Wd Sdng,PConc,669.0,Ex,Y,809,1700,1199,1,0,4,1,Fa,2,Detchd,2,452.0,34,7,15,250,0,2,2023,New,Normal,Norm,469528
RM,86.79419873119933,4813,Gilbert,2fmCon,2Story,8,1,1941,2015,BrkFace,PConc,928.0,TA,Y,1743,350,1658,2,0,4,1,TA,1,Attchd,2,404.0,132,7,2,0,0,1,2010,WD,Normal,PosN,574858
RM,,9746,ClearCr,1Fam,1Story,8,7,1964,1986,VinylSd,PConc,,Ex,Y,1046,1700,1722,2,0,4,2,TA,0,Detchd,0,0.0,145,20,7,0,0,7,2018,WD,Normal,Norm,703564
RL,85.77691426304548,12143,Edwards,2fmCon,1Story,5,3,2013,2013,BrkFace,PConc,1477.0,Gd,Y,867,500,1251,2,1,4,1,Gd,0,Attchd,2,307.0,145,21,5,0,0,5,2014,Oth,Normal,Norm,525158
RL,73.88208216097664,3937,NoRidge,Duplex,1Story,8,7,1957,1957,BrkFace,Slab,893.0,Fa,Y,1529,700,1894,2,0,3,1,Gd,0,Attchd,3,657.0,6,43,49,0,0,3,2011,Con,Normal,PosN,543394
RH,77.52809142974456,13318,Edwards,1Fam,2Story,3,5,1949,2004,MetalSd,BrkTil,268.0,Fa,Y,1184,750,1963,2,0,5,1,TA,1,Attchd,2,511.0,209,31,2,0,0,8,2023,WD,Family,Norm,477371
RH,57.352164863012895,13553,NridgHt,1Fam,1Story,1,4,1911,2018,VinylSd,BrkTil,1151.0,TA,Y,1273,1750,2074,2,0,3,2,Gd,1,Attchd,3,666.0,53,0,15,0,0,9,2017,New,Normal,Norm,598952
RM,,10687,NridgHt,1Fam,1Story,1,5,2010,2010,Plywood,PConc,790.0,TA,Y,1058,450,1711,2,0,3,1,TA,0,None,2,527.0,94,141,25,450,0,3,2013,COD,Abnorml,Norm,499195
RM,94.48792959857553,7029,StoneBr,2fmCon,2Story,5,4,1939,2019,VinylSd,CBlock,1012.0,Gd,Y,1004,1750,2045,1,0,3,1,Fa,1,Detchd,2,486.0,203,15,5,0,0,8,2020,WD,Normal,Norm,494817
FV,82.71020889040665,6582,NridgHt,1Fam,SFoyer,10,4,1957,1983,Plywood,CBlock,973.0,TA,Y,1049,650,747,2,0,4,1,TA,0,Attchd,1,217.0,87,9,0,0,1000,2,2022,WD,Family,Norm,561784
RM,49.54069667555196,14603,Gilbert,Twnhs,1Story,2,3,1911,1954,MetalSd,PConc,917.0,Ex,N,685,500,1372,1,1,2,1,Gd,1,Detchd,0,0.0,41,7,5,0,0,8,2020,New,Normal,PosN,528997
RL,73.61726849309663,4455,SawyerW,1Fam,2Story,5,4,1935,1989,Wd Sdng,CBlock,1237.0,Ex,Y,1073,1150,1153,2,0,3,1,Gd,2,Detchd,1,200.0,82,28,8,0,0,5,2021,WD,Normal,PosA,612466
